ID,Age
14758,8
14759,13
14760,9
14761,11
14763,13
14765,47
14766,34
14767,11
14771,13
14776,25
14777,14
14778,10
14781,8
14782,46
14783,12
14786,46
14789,9
14791,45
14793,41
14794,8
14795,9
14797,43
14798,38
14799,34
14800,13
14801,45
14802,47
14803,44
14804,7
14806,16
14807,44
14808,7
14809,7
14810,9
14811,7
14812,38
14813,57
14814,32
14815,18
14816,24
14817,47
14818,56
14820,35
14821,18
14822,5
14823,14
14824,9
14825,39
14827,41
14828,13
14829,7
14830,37
14831,38
14832,2
14833,44
14834,6
14835,43
14836,12
14837,50
14838,13
14839,15
14840,7
14841,40
14842,5
14843,11
14845,42
14846,35
14847,37
14848,69
14851,40
14855,28
14856,27
14859,9
14860,46
14861,17
14862,54
14865,47
14866,12
14871,49
14872,48
14873,37
14887,9
14889,6
14893,10
14894,14
14895,7
14896,42
14897,42
14898,24
14899,43
14900,6
14901,10
14902,41
14903,40
14904,18
14905,11
14906,21
14907,45
14908,9
14909,8
14910,6
14911,42
14912,41
14913,36
14914,25
14915,13
14917,47
14918,11
14919,8
14921,42
14922,54
14923,12
14924,21
14925,40
14926,31
14927,24
14928,26
14929,25
14930,47
14932,45
14933,9
14934,43
14935,12
14936,53
14938,47
14944,38
14945,47
14946,5
14947,10
14948,7
14949,4
14951,41
14952,7
14953,36
14955,37
14957,5
14958,13
14959,43
14960,49
14961,16
14962,16
14963,19
14964,46
14965,19
14966,27
14967,20
14968,21
14969,20
14970,57
14971,21
14972,20
14973,21
14974,13
14975,18
14976,46
14977,7
14978,8
14979,9
14980,32
14981,36
14982,33
14984,8
14985,14
14986,41
14990,13
14992,41
14994,39
14996,52
14997,54
14998,21
14999,13
15001,15
15002,48
15004,28
15006,9
15007,40
15008,6
15009,7
15010,39
15011,38
15012,11
15014,43
15015,3
15016,40
15017,21
15018,16
15019,15
15020,7
15021,16
15022,28
15023,17
15024,23
15025,18
15026,22
15027,22
15031,9
15033,45
15034,17
15035,17
15036,10
15037,7
15038,5
15040,8
15041,11
15042,12
15043,11
15045,44
15047,10
15049,44
15053,25
15060,46
15061,15
15063,10
15064,41
15065,38
15066,19
15067,19
15068,33
15069,33
15071,46
15072,17
15074,23
15075,22
15076,13
15077,44
15078,10
15079,9
15080,10
15081,12
15082,8
15084,46
15085,22
15086,20
15087,50
15090,28
15091,20
15092,34
15093,37
15094,33
15095,57
15096,22
15097,16
15098,39
15099,8
15101,5
15103,11
15105,23
15106,5
15107,50
15108,10
15110,51
15111,6
15112,10
15113,11
15114,12
15115,11
15116,8
15117,8
15118,7
15119,20
15120,2
15121,20
15122,35
15123,20
15124,11
15126,7
15127,38
15128,40
15129,6
15130,41
15132,11
15133,41
15134,37
15135,41
15136,36
15137,12
15138,9
15139,42
15141,16
15142,31
15143,28
15145,43
15146,17
15147,17
15148,68
15149,63
15150,12
15151,35
15152,41
15153,26
15154,9
15155,26
15156,24
15157,41
15158,19
15159,19
15160,18
15161,25
15162,28
15163,10
15164,55
15165,11
15166,10
15167,41
15168,18
15169,18
15170,66
15171,18
15172,56
15173,5
15174,43
15175,38
15176,10
15178,10
15179,31
15181,8
15183,6
15184,38
15185,39
15186,33
15187,32
15188,38
15190,10
15191,17
15192,16
15193,16
15194,16
15195,20
15196,21
15198,47
15199,33
15201,50
15202,7
15203,45
15204,26
15205,26
15206,7
15207,10
15209,10
15210,38
15211,11
15212,10
15213,11
15214,11
15216,11
15217,11
15218,43
15220,41
15223,4
15224,10
15225,36
15228,10
15229,11
15230,15
15231,28
15232,34
15233,41
15235,43
15236,27
15237,31
15238,12
15239,43
15240,11
15241,11
15242,35
15243,40
15244,46
15245,13
15246,12
15247,40
15248,45
15249,9
15252,12
15253,50
15254,13
15255,49
15257,11
15258,6
15259,9
15260,39
15261,34
15262,8
15263,38
15264,6
15265,23
15266,19
15267,53
15268,20
15269,18
15270,51
15271,23
15272,25
15273,22
15274,25
15275,64
15276,66
15277,27
15278,53
15279,9
15280,50
15281,42
15282,20
15283,23
15285,23
15286,43
15287,11
15288,11
15290,11
15292,8
15293,8
15295,34
15296,8
15297,33
15299,8
15301,9
15302,12
15303,39
15304,25
15305,44
15306,26
15307,63
15308,22
15309,23
15310,23
15311,20
15312,34
15313,4
15314,29
15316,34
15317,38
15318,32
15319,38
15320,37
15321,8
15322,7
15324,24
15325,9
15326,21
15330,9
15331,9
15332,41
15333,42
15336,9
15337,45
15338,8
15339,32
15340,35
15341,7
15342,11
15343,5
15344,35
15345,41
15346,41
15347,8
15348,4
15349,9
15351,37
15352,29
15353,28
15354,32
15355,33
15358,8
15359,43
15361,37
15362,73
15363,7
15366,19
15367,19
15368,6
15370,31
15372,29
15374,27
15375,38
15376,32
15377,37
15378,16
15379,11
15380,46
15381,48
15382,45
15383,9
15384,7
15385,49
15387,23
15388,22
15389,22
15390,22
15391,19
15392,20
15393,10
15394,15
15395,7
15396,41
15397,44
15398,42
15401,12
15402,10
15403,21
15404,20
15405,11
15406,53
15407,8
15409,41
15410,8
15411,36
15412,17
15413,41
15414,9
15415,12
15418,2
15420,8
15421,6
15422,35
15425,11
15426,40
15427,11
15428,65
15429,9
15430,35
15432,66
15433,50
15434,17
15435,14
15436,37
15437,50
15438,37
15439,42
15441,11
15442,42
15443,9
15444,41
15445,5
15446,28
15447,31
15448,67
15450,73
15452,56
15453,30
15454,32
15455,39
15457,38
15458,32
15459,11
15460,10
15462,8
15463,23
15464,19
15465,51
15466,26
15467,18
15468,16
15469,17
15470,23
15471,39
15472,23
15474,27
15475,11
15476,37
15477,55
15478,65
15479,26
15480,9
15481,25
15482,39
15483,12
15484,9
15485,42
15487,13
15489,10
15492,9
15493,7
15494,11
15495,42
15496,42
15497,11
15498,44
15499,5
15500,6
15501,9
15502,35
15503,23
15505,49
15506,10
15507,13
15508,12
15509,50
15510,38
15511,7
15512,43
15513,10
15514,7
15515,38
15516,27
15517,11
15518,12
15520,8
15521,43
15523,9
15524,6
15525,4
15526,13
15528,47
15529,6
15531,38
15533,39
15535,49
15537,44
15539,5
15540,40
15541,47
15542,13
15543,8
15544,8
15545,18
15547,45
15548,36
15549,9
15550,52
15551,11
15553,54
15554,10
15555,34
15557,38
15558,14
15559,34
15560,9
15561,27
15563,22
15564,20
15565,62
15566,12
15567,24
15568,22
15570,10
15571,52
15572,12
15573,42
15575,13
15578,45
15582,13
15584,21
15585,8
15586,24
15587,3
15589,40
15590,40
15591,9
15592,38
15593,5
15594,35
15595,39
15596,9
15598,15
15599,53
15600,41
15603,41
15605,6
15607,13
15608,10
15609,50
15610,46
15611,48
15612,42
15614,27
15615,9
15616,44
15617,42
15619,8
15620,43
15622,39
15623,36
15624,13
15625,42
15632,45
15633,5
15647,9
15648,4
15649,47
15650,39
15651,41
15652,46
15654,24
15655,7
15657,21
15659,20
15661,48
15662,27
15663,26
15664,25
15665,23
15666,23
15667,30
15668,18
15669,15
15670,38
15671,40
15672,8
15673,10
15679,7
15680,34
15681,26
15682,22
15685,25
15686,26
15687,11
15688,7
15689,7
15690,12
15691,42
15692,42
15693,41
15694,21
15696,9
15697,45
15698,22
15700,26
15701,25
15702,25
15703,27
15704,35
15706,28
15707,24
15708,24
15711,21
15712,22
15713,13
15714,32
15716,12
15717,48
15720,21
15723,44
15725,18
15726,24
15727,27
15731,8
15732,21
15733,40
15734,40
15736,36
15737,21
15741,8
15743,8
15745,24
15746,26
15747,23
15748,28
15749,35
15766,56
15767,58
15768,57
15773,10
15774,8
15775,10
15776,39
15777,10
15778,23
15779,13
15780,23
15781,10
15782,13
15783,6
15784,44
15786,23
15787,16
15788,17
15789,16
15802,12
15803,7
15804,48
15805,9
15806,51
15807,12
15808,55
15809,19
15810,18
15811,9
15812,18
15813,12
15814,35
15815,39
15816,17
15817,17
15819,17
15823,20
15829,51
15832,9
15845,9
15847,32
15848,7
15856,7
15857,43
15875,14
15876,50
15878,40
15882,6
15883,29
15884,38
15885,26
15886,27
15887,21
15889,27
15891,28
15893,45
15894,48
15897,48
15901,29
15902,34
15903,31
15904,38
15909,41
15910,4
15911,39
15913,68
15914,42
15915,69
15921,27
15923,13
15925,11
15926,47
15927,16
15928,7
15929,45
15930,9
15931,11
15932,39
15933,52
15934,16
15936,13
15938,45
15940,47
15941,13
15943,14
15944,47
15945,9
15947,5
15951,6
15961,8
16100,26
16101,46
16102,11
16104,39
16111,46
16112,43
16113,50
16114,12
16115,12
16116,52
16119,10
16121,10
16125,32
16127,62
16128,9
16130,14
16131,13
16132,14
16133,22
16134,21
16135,65
16137,11
16140,23
16141,26
16143,8
16144,8
16145,41
16146,7
16150,42
16152,9
16154,6
16155,35
16156,7
16157,13
16158,67
16159,10
16160,7
16161,66
16162,37
16163,68
16164,10
16165,37
16166,48
16167,9
16168,15
16169,44
16170,42
16171,11
16172,34
16177,12
16227,27
16246,43
16247,10
16248,10
16249,43
16250,10
16251,40
16252,11
16253,33
16254,11
16255,11
16257,44
16258,21
16259,9
16260,21
16261,9
16262,6
16263,38
16264,6
16265,37
16267,9
16268,21
16269,37
16270,21
16271,11
16272,6
16273,41
16274,43
16275,10
16276,10
16277,11
16278,9
16279,43
16280,8
16281,41
16282,44
16284,18
16286,18
16287,12
16288,17
16290,18
16295,9
16297,7
16300,8
16301,43
16302,9
16309,9
16310,8
16311,9
16312,5
16313,16
16315,15
16316,42
16317,16
16318,9
16319,5
16320,10
16322,31
16323,2
16324,11
16325,9
16326,44
16329,25
16330,65
16331,24
16332,76
16335,71
16336,65
16337,38
16340,8
16342,9
16343,7
16344,34
16345,34
16347,18
16348,9
16350,10
16353,24
16355,22
16356,34
16357,6
16358,24
16359,45
16360,10
16361,8
16362,45
16366,32
16367,7
16368,9
16369,10
16370,8
16373,21
16375,21
16378,3
16384,45
16385,38
16387,35
16388,18
16390,18
16394,25
16395,32
16396,8
16398,11
16399,42
16405,50
16406,44
16407,39
16408,11
16409,24
16410,16
16411,46
16413,46
16415,9
16416,45
16417,7
16418,43
16419,11
16420,20
16421,21
16422,18
16423,3
16424,20
16425,21
16427,19
16428,22
16429,11
16430,11
16432,41
16435,39
16436,38
16440,12
16441,13
16442,13
16443,25
16444,14
16446,21
16447,21
16450,15
16451,16
16452,15
16454,40
16455,13
16457,28
16458,33
16460,9
16461,54
16463,11
16464,8
16465,13
16468,28
16469,45
16470,36
16471,23
16472,6
16476,5
16479,24
16480,21
16482,21
16483,46
16485,21
16486,19
16487,20
16488,9
16489,52
16490,3
16493,13
16494,14
16495,29
16496,14
16497,25
16498,13
16499,22
16500,21
16501,21
16504,10
16505,45
16506,7
16507,10
16508,36
16509,42
16510,20
16512,10
16513,34
16514,9
16515,9
16516,8
16517,10
16518,28
16519,20
16520,50
16521,7
16522,43
16525,21
16526,12
16527,19
16528,9
16529,20
16534,34
16536,27
16545,16
16546,28
16547,16
16553,10
16554,18
16556,18
16557,19
16558,18
16560,19
16561,25
16562,24
16564,23
16566,24
16567,19
16569,18
16573,16
16575,5
16576,31
16577,41
16578,28
16580,44
16582,45
16584,9
16586,42
16588,43
16590,10
16593,24
16596,9
16599,44
16601,31
16607,7
16609,43
16610,38
16611,12
16613,12
16614,11
16617,40
16619,41
16623,12
16624,21
16630,8
16637,21
16646,38
16647,23
16649,22
16650,8
16651,22
16654,37
16657,10
16665,24
16670,21
16671,13
16672,45
16700,13
16701,10
16702,38
16704,47
16710,8
16716,6
16721,24
16727,10
16730,35
16733,23
16736,42
16737,31
16739,9
16740,14
16744,24
16746,19
16748,19
16750,42
16751,45
16752,10
16754,8
16755,6
16757,20
16758,30
16759,39
16760,25
16761,25
16762,38
16763,3
16764,61
16765,10
16766,33
16767,38
16768,18
16770,19
16772,9
16773,41
16776,10
16777,5
16778,40
16779,33
16783,19
16784,49
16785,8
16786,12
16788,8
16791,15
16793,42
16795,33
16796,23
16800,37
16804,15
16805,43
16806,11
16808,7
16814,41
16816,11
16817,37
16818,15
16819,41
16820,38
16821,10
16822,5
16823,37
16824,40
16825,25
16826,8
16827,26
16828,6
16829,10
16830,26
16831,6
16833,17
16834,17
16835,12
16836,11
16838,40
16839,9
16841,66
16842,25
16843,24
16844,23
16846,6
16847,40
16851,8
16854,41
16856,48
16857,11
16859,8
16860,44
16862,42
16864,9
16865,3
16866,9
16867,6
16868,61
16870,18
16871,18
16872,6
16873,40
16874,42
16875,10
16877,38
16879,66
16881,71
16882,9
16884,7
16886,39
16887,37
16888,8
16889,5
16890,37
16891,3
16892,27
16893,29
16895,9
16896,10
16898,42
16899,46
16901,5
16902,29
16903,24
16911,30
16913,52
16915,42
16917,13
16919,43
16926,7
16927,8
16928,3
16929,4
16931,18
16932,46
16933,17
16934,9
16935,5
16936,13
16937,42
16938,6
16940,3
16942,19
16943,12
16944,57
16946,40
16947,6
16948,6
16949,8
16950,33
16951,38
16952,37
16953,11
16954,22
16955,45
16956,21
16958,7
16959,9
16961,2
16962,38
16963,7
16964,21
16966,7
16967,10
16968,8
16969,6
16970,10
16971,8
16972,48
16973,6
16974,42
16975,21
16978,10
16980,10
16981,8
16983,6
16984,40
16985,6
16986,8
16987,8
16988,10
16989,8
16992,44
16993,10
16995,7
16997,43
16998,42
16999,17
17000,6
17001,25
17002,10
17003,21
17004,41
17005,10
17006,42
17007,35
17008,34
17009,13
17010,13
17013,8
17014,23
17016,11
17017,7
17018,11
17019,42
17020,9
17021,9
17022,32
17023,29
17024,22
17025,42
17026,64
17028,6
17030,42
17031,6
17032,31
17034,29
17036,30
17037,10
17038,6
17039,12
17040,13
17041,41
17043,12
17044,35
17045,42
17046,36
17048,32
17049,17
17050,26
17051,18
17052,6
17053,8
17054,42
17055,7
17056,47
17057,9
17058,6
17059,23
17060,24
17061,28
17062,36
17065,30
17066,37
17068,30
17069,31
17070,24
17071,61
17072,25
17073,9
17074,24
17075,23
17076,9
17077,10
17078,27
17079,37
17080,10
17082,5
17085,38
17086,9
17087,10
17088,32
17089,30
17091,39
17092,43
17093,8
17094,39
17095,9
17096,10
17099,43
17100,43
17103,16
17104,16
17105,33
17106,51
17107,16
17108,17
17109,28
17111,10
17112,12
17113,8
17114,45
17115,23
17116,23
17117,22
17118,10
17119,4
17120,9
17124,17
17125,28
17126,17
17127,9
17129,5
17130,8
17131,8
17134,8
17135,8
17136,4
17137,13
17138,46
17139,6
17140,21
17141,21
17143,13
17145,13
17146,40
17147,10
17149,15
17151,24
17152,10
17153,19
17156,8
17157,8
17158,36
17159,7
17161,31
17163,20
17164,33
17165,20
17166,42
17167,4
17168,44
17169,12
17171,36
17172,35
17173,27
17174,52
17175,8
17176,40
17179,48
17180,7
17181,43
17182,8
17183,5
17184,35
17185,8
17186,44
17187,6
17188,39
17189,12
17190,42
17191,36
17192,36
17193,21
17194,15
17195,23
17196,18
17197,6
17198,66
17199,7
17200,49
17201,63
17202,19
17203,39
17204,19
17205,23
17209,7
17210,4
17211,10
17212,10
17213,7
17214,41
17215,13
17216,36
17217,43
17218,10
17219,5
17220,45
17221,10
17222,46
17223,44
17224,39
17225,52
17226,10
17227,53
17228,29
17229,10
17230,29
17232,23
17235,19
17237,23
17238,20
17239,41
17240,10
17241,10
17242,6
17243,6
17244,10
17245,7
17246,20
17247,5
17248,21
17249,41
17250,42
17251,7
17253,27
17254,36
17255,35
17256,11
17257,10
17258,36
17260,34
17261,18
17262,13
17263,16
17264,35
17265,12
17266,4
17267,9
17268,43
17269,43
17270,10
17271,24
17272,28
17273,25
17274,43
17275,8
17276,52
17277,37
17278,27
17279,10
17280,31
17281,8
17282,11
17283,39
17284,8
17286,9
17287,13
17288,27
17291,48
17294,6
17295,21
17296,20
17297,43
17298,11
17299,5
17300,11
17301,42
17302,40
17303,7
17304,41
17305,48
17306,10
17308,44
17309,41
17310,10
17312,7
17313,10
17316,6
17317,5
17322,11
17323,10
17324,14
17325,36
17326,46
17327,42
17328,66
17329,7
17332,67
17334,26
17335,31
17336,23
17338,9
17340,7
17341,6
17342,45
17343,21
17345,6
17347,42
17349,42
17351,52
17352,28
17353,26
17355,5
17356,7
17357,7
17358,50
17359,44
17361,12
17362,19
17363,42
17364,20
17367,10
17368,10
17369,8
17370,7
17371,28
17372,7
17373,6
17374,5
17376,39
17377,42
17378,5
17380,5
17381,23
17382,47
17383,22
17384,9
17386,11
17388,8
17389,31
17390,21
17391,36
17392,22
17393,7
17394,48
17395,8
17398,29
17399,35
17400,29
17401,4
17402,30
17404,35
17405,38
17407,9
17408,10
17409,39
17410,5
17412,6
17413,50
17414,38
17415,9
17417,44
17418,9
17419,39
17420,36
17421,10
17422,12
17423,40
17424,40
17425,7
17427,43
17428,10
17429,19
17436,43
17437,38
17438,59
17439,36
17442,10
17444,13
17448,35
17453,6
17455,10
17456,40
17457,42
17458,42
17459,11
17461,47
17462,25
17463,9
17464,11
17465,8
17466,8
17467,25
17472,6
17473,4
17474,8
17475,10
17476,8
17477,55
17478,42
17479,11
17481,44
17484,41
17487,22
17489,23
17490,14
17491,12
17492,9
17493,53
17494,47
17495,10
17496,11
17498,10
17499,48
17500,37
17501,50
17502,45
17503,11
17504,10
17506,40
17507,9
17508,10
17509,11
17511,49
17512,46
17515,76
17516,8
17517,29
17518,30
17521,27
17522,27
17523,22
17525,53
17526,23
17527,35
17529,41
17532,32
17533,28
17534,34
17535,28
17542,45
17547,30
17548,30
17549,8
17550,45
17552,4
17554,43
17557,8
17566,7
17567,59
17568,9
17569,11
17570,8
17571,7
17572,42
17573,44
17575,25
17576,13
17577,56
17578,10
17579,46
17580,20
17581,42
17584,7
17585,43
17586,37
17587,6
17588,45
17590,44
17591,48
17593,8
17594,14
17595,5
17596,10
17597,34
17598,43
17600,21
17601,7
17602,22
17604,19
17605,42
17606,23
17608,48
17609,7
17610,5
17611,40
17612,36
17613,39
17614,22
17615,39
17616,23
17617,11
17618,33
17619,32
17621,12
17622,42
17623,46
17624,45
17629,45
17631,48
17641,6
17643,20
17646,41
17647,35
17649,57
17650,11
17658,10
17660,8
17662,41
17665,6
17666,46
17667,8
17668,21
17670,21
17671,47
17672,6
17676,9
17677,39
17678,10
17679,26
17680,41
17681,5
17682,8
17684,36
17688,13
17689,8
17691,11
17693,7
17694,38
17696,10
17698,5
17699,17
17700,28
17701,46
17704,14
17705,8
17706,24
17707,23
17712,36
17713,12
17715,13
17725,8
17727,45
17728,37
17729,30
17730,38
17731,29
17732,16
17734,10
17735,4
17736,43
17737,41
17739,42
17740,25
17741,20
17742,24
17743,19
17744,52
17745,20
17747,22
17749,7
17750,10
17751,11
17752,6
17753,45
17754,44
17755,26
17756,11
17757,27
17758,48
17759,39
17760,20
17764,4
17766,10
17767,11
17769,8
17771,15
17773,26
17774,24
17776,25
17777,28
17778,24
17779,30
17780,23
17781,9
17782,41
17783,5
17784,5
17785,38
17786,8
17787,41
17788,72
17789,30
17790,47
17791,32
17792,34
17793,31
17794,8
17796,7
17797,38
17799,45
17800,31
17801,28
17802,15
17803,29
17804,32
17810,40
17811,40
17812,3
17813,35
17814,10
17815,48
17816,13
17817,42
17818,9
17819,46
17820,8
17821,39
17822,39
17826,43
17827,38
17829,37
17830,6
17831,31
17832,4
17834,9
17835,6
17836,7
17837,38
17838,38
17839,8
17842,10
17843,13
17846,42
17847,43
17863,15
17865,39
17866,20
17870,19
17875,11
17876,5
17877,18
17878,30
17879,21
17881,30
17883,30
17884,25
17886,12
17887,8
17888,8
17889,11
17890,40
17891,5
17892,9
17893,6
17894,12
17895,39
17896,44
17897,31
17898,45
17899,31
17901,42
17902,49
17903,39
17904,8
17905,48
17907,39
17908,8
17909,41
17910,40
17911,12
17912,10
17913,12
17914,50
17915,50
17916,34
17917,48
17918,26
17920,10
17921,5
17922,18
17924,11
17925,42
17926,8
17927,49
17929,10
17930,11
17931,42
17932,9
17933,9
17934,38
17935,43
17936,38
17937,10
17938,36
17939,44
17940,37
17942,10
17943,17
17944,66
17945,32
17946,6
17948,61
17949,37
17950,26
17952,25
17953,5
17954,9
17955,36
17957,35
17960,10
17961,40
17962,24
17963,41
17964,24
17965,46
17966,47
17967,46
17968,10
17969,9
17970,7
17971,36
17973,6
17974,53
17975,4
17976,14
17977,9
17978,6
17979,4
17981,43
17982,8
17983,11
17984,9
17986,42
17987,4
17988,40
17989,8
17991,41
17992,10
17994,43
17995,10
17996,40
17998,42
17999,24
18000,23
18001,5
18002,40
18003,40
18004,5
18005,10
18006,9
18007,9
18008,45
18009,7
18010,13
18011,42
18012,10
18013,45
18014,11
18015,46
18016,14
18018,8
18019,42
18020,35
18021,8
18022,37
18023,44
18025,6
18026,9
18028,24
18029,24
18031,6
18032,40
18033,45
18035,13
18036,43
18038,7
18039,5
18040,40
18041,5
18042,25
18043,22
18044,34
18045,9
18046,38
18047,8
18048,39
18049,38
18050,9
18051,45
18052,5
18054,38
18056,38
18057,5
18058,27
18059,53
18060,9
18061,7
18062,9
18063,40
18066,19
18068,16
18069,16
18070,17
18071,16
18072,25
18073,13
18074,28
18075,13
18076,13
18078,35
18079,9
18080,42
18081,27
18082,28
18084,41
18085,17
18086,13
18087,16
18088,51
18089,11
18090,33
18091,19
18092,28
18093,18
18094,22
18095,31
18096,6
18097,30
18098,38
18099,13
18100,39
18101,50
18102,8
18104,7
18108,37
18110,9
18111,4
18113,36
18116,7
18118,44
18119,44
18120,35
18123,10
18125,66
18126,36
18127,40
18128,22
18129,23
18130,22
18131,22
18132,24
18133,14
18134,38
18135,14
18136,6
18137,23
18139,45
18140,21
18142,28
18143,13
18144,32
18147,39
18149,32
18150,30
18151,19
18152,17
18153,10
18154,49
18155,43
18156,22
18159,33
18160,33
18162,8
18166,22
18167,25
18168,28
18170,24
18171,22
18172,27
18173,29
18174,35
18175,6
18177,42
18178,48
18182,43
18184,8
18186,46
18188,8
18189,42
18190,27
18191,8
18192,46
18195,37
18196,41
18197,26
18198,17
18199,39
18200,17
18204,24
18205,41
18206,39
18207,25
18210,17
18211,6
18212,14
18214,43
18218,17
18219,17
18220,8
18221,16
18222,41
18223,19
18224,8
18225,18
18226,35
18227,40
18228,11
18229,10
18230,26
18231,17
18233,27
18234,23
18235,39
18236,3
18237,39
18238,10
18239,10
18240,8
18242,13
18243,47
18244,12
18245,40
18248,38
18249,8
18250,41
18251,17
18252,42
18253,17
18254,16
18255,75
18257,6
18258,8
18259,44
18260,17
18261,11
18263,10
18264,9
18265,8
18266,7
18267,40
18268,45
18269,47
18272,39
18273,10
18275,12
18276,11
18277,39
18278,18
18279,45
18280,21
18281,13
18282,21
18283,10
18284,7
18285,9
18286,41
18289,8
18291,42
18293,6
18294,10
18295,8
18298,7
18299,11
18301,11
18303,45
18305,11
18306,7
18307,8
18309,20
18310,20
18311,5
18312,7
18313,13
18314,10
18316,9
18317,46
18318,7
18319,62
18320,65
18321,10
18322,28
18323,7
18324,26
18325,44
18326,9
18327,40
18328,12
18330,13
18332,11
18334,7
18336,43
18337,41
18339,30
18340,24
18341,9
18342,11
18343,41
18346,5
18347,45
18348,10
18349,11
18350,45
18351,18
18352,24
18353,17
18354,9
18360,13
18361,10
18362,14
18363,5
18364,42
18365,9
18366,4
18369,10
18371,6
18372,42
18373,29
18374,26
18376,8
18377,40
18378,23
18379,21
18380,7
18381,46
18382,14
18383,10
18384,48
18385,13
18386,9
18389,42
18390,31
18391,29
18392,42
18393,11
18399,6
18400,23
18401,43
18402,23
18404,5
18405,37
18406,7
18407,11
18409,43
18411,10
18413,7
18414,41
18415,10
18416,11
18418,3
18419,42
18420,39
18421,32
18422,21
18424,5
18426,39
18427,11
18428,44
18430,10
18431,45
18433,9
18434,6
18435,7
18436,39
18437,10
18438,5
18440,21
18441,40
18442,46
18448,6
18450,44
18453,11
18454,11
18455,11
18456,31
18457,11
18458,6
18459,46
18460,11
18463,8
18464,42
18465,27
18466,28
18467,10
18468,7
18469,7
18470,40
18471,10
18472,37
18474,20
18475,20
18476,20
18477,19
18478,4
18479,19
18480,4
18481,20
18482,38
18483,32
18484,8
18485,33
18486,44
18487,10
18488,8
18490,10
18492,42
18493,22
18495,26
18496,31
18498,24
18499,12
18501,10
18502,39
18504,45
18505,41
18506,69
18508,38
18509,29
18510,27
18511,28
18512,27
18513,20
18514,20
18515,20
18516,21
18518,21
18519,20
18520,10
18521,46
18524,43
18525,27
18526,10
18527,24
18528,43
18529,13
18530,13
18531,41
18534,30
18536,42
18537,13
18538,11
18539,10
18540,42
18546,15
18548,15
18549,14
18551,14
18552,19
18554,47
18555,45
18556,18
18557,19
18559,26
18560,38
18563,15
18567,40
18568,32
18569,29
18570,35
18571,14
18573,67
18574,64
18575,25
18576,12
18577,45
18578,16
18579,15
18580,14
18582,15
18583,14
18586,14
18588,42
18589,34
18590,53
18591,25
18592,13
18595,13
18597,29
18599,48
18600,46
18602,25
18603,48
18604,8
18636,49
18637,33
18638,9
18640,47
18641,22
18642,22
18643,23
18644,36
18645,35
18647,32
18648,16
18649,34
18650,30
18651,17
18652,17
18653,19
18654,42
18655,22
18656,21
18657,23
18658,50
18659,49
18660,26
18661,29
18662,19
18663,19
18664,61
18665,20
18666,54
18667,20
18668,36
18669,47
18670,7
18671,12
18672,38
18674,34
18677,55
18678,15
18679,26
18680,21
18681,27
18682,5
18685,51
18686,25
18688,61
18689,43
18690,5
18691,20
18693,22
18694,25
18695,27
18696,24
18697,22
18698,21
18699,20
18700,49
18703,33
18704,60
18705,67
18706,20
18709,40
18710,40
18711,33
18712,34
18715,25
18716,23
18719,32
18721,53
18723,21
18724,26
18725,49
18726,45
18727,30
18728,19
18730,39
18731,41
18733,22
18734,22
18735,35
18736,28
18737,28
18738,21
18739,21
18740,22
18741,23
18742,21
18743,19
18744,22
18745,22
18746,25
18747,25
18748,5
18749,33
18750,38
18751,36
18752,43
18753,23
18754,28
18755,27
18756,59
18757,21
18758,21
18759,32
18760,43
18761,21
18762,20
18763,21
18764,26
18765,27
18766,25
18769,21
18770,20
18771,21
18772,32
18773,34
18774,23
18775,25
18776,50
18777,21
18778,28
18779,31
18780,19
18781,19
18782,24
18783,25
18784,20
18785,21
18787,15
18788,15
18790,45
18791,45
18792,20
18793,17
18794,19
18795,18
18797,18
18798,19
18799,18
18802,70
18803,38
18804,33
18805,33
18806,54
18807,20
18809,23
18810,22
18811,21
18812,35
18813,33
18818,75
18819,19
18820,7
18821,20
18822,19
18823,23
18826,8
18827,19
18828,18
18829,7
18830,20
18831,4
18832,24
18836,23
18837,34
18838,33
18839,48
18841,29
18842,32
18843,27
18844,27
18845,22
18846,45
18847,19
18849,45
18850,33
18853,19
18855,20
18859,70
18860,21
18861,50
18863,20
18864,14
18865,15
18866,15
18868,14
18869,14
18870,14
18871,19
18873,36
18875,5
18876,7
18878,75
18879,21
18880,18
18881,32
18882,20
18883,27
18885,35
18886,34
18888,15
18889,43
18890,21
18891,21
18892,20
18893,20
18894,9
18895,12
18896,44
18897,13
18899,4
18900,42
18901,18
18902,19
18903,19
18904,43
18905,21
18906,20
18907,21
18908,26
18909,29
18910,36
18911,29
18912,23
18913,20
18914,19
18915,37
18917,5
18919,38
18920,31
18921,22
18922,22
18923,35
18924,5
18925,33
18926,53
18927,6
18928,19
18929,22
18930,58
18931,41
18932,21
18933,28
18934,22
18935,29
18936,36
18937,51
18938,25
18939,26
18941,21
18942,21
18943,23
18945,22
18946,5
18948,36
18953,54
18954,20
18955,20
18956,11
18957,11
18958,11
18959,52
18961,31
18962,34
18963,22
18964,22
18965,6
18967,12
18968,25
18969,23
18971,22
18972,21
18973,21
18974,25
18975,27
18976,26
18977,20
18978,39
18979,22
18980,37
18981,14
18982,53
18983,24
18984,44
19052,24
19068,38
19070,36
19075,24
19082,30
19083,45
19087,21
19088,23
19092,36
19093,34
19095,25
19096,27
19097,19
19098,4
19099,36
19100,29
19101,12
19102,22
19103,10
19104,8
19105,55
19106,32
19107,20
19109,22
