ID,Age
1531,15
1532,53
1534,14
1535,15
1536,26
1537,14
1538,26
1540,5
1541,57
1542,41
1543,3
1544,42
1545,6
1546,42
1548,29
1552,9
1554,32
1555,7
1556,24
1557,32
1558,26
1560,13
1561,14
1562,3
1563,32
1565,26
1567,42
1568,27
1571,18
1572,25
1575,7
1578,37
1579,33
1580,33
1584,20
1586,27
1587,15
1589,52
1590,10
1591,8
1592,42
1593,11
1594,42
1595,13
1597,41
1598,9
1599,9
1601,42
1602,40
1604,29
1607,40
1608,47
1609,30
1610,46
1611,40
1612,29
1613,36
1614,24
1615,31
1616,33
1621,23
1622,25
1623,8
1625,33
1626,27
1627,11
1628,47
1630,44
1631,8
1632,12
1633,44
1634,33
1635,28
1636,27
1637,35
1638,9
1639,10
1643,10
1645,11
1647,8
1650,9
1651,40
1652,42
1653,42
1654,12
1657,8
1658,6
1659,61
1660,45
1661,13
1662,46
1663,10
1665,43
1666,9
1667,44
1669,25
1670,43
1671,59
1673,20
1674,26
1676,40
1677,37
1678,23
1679,23
1680,49
1681,10
1682,50
1683,49
1684,11
1686,35
1687,39
1688,9
1690,27
1691,36
1692,30
1693,32
1694,7
1696,10
1697,11
1698,42
1699,41
1701,20
1702,14
1703,44
1704,8
1705,44
1706,36
1707,24
1708,52
1709,44
1710,51
1711,10
1712,54
1713,42
1714,29
1715,29
1716,24
1717,5
1718,37
1719,45
1721,7
1722,42
1723,64
1724,5
1725,40
1726,10
1727,28
1728,30
1729,8
1730,19
1731,41
1732,63
1733,40
1734,60
1735,43
1738,6
1739,13
1741,13
1742,30
1743,23
1744,25
1745,22
1746,21
1748,11
1749,39
1750,8
1752,50
1755,13
1757,53
1758,23
1760,24
1762,66
1763,27
1764,28
1765,26
1766,71
1767,25
1768,10
1769,4
1770,46
1771,5
1772,41
1773,23
1775,40
1776,29
1777,11
1778,37
1779,8
1780,10
1781,45
1782,11
1783,42
1785,42
1786,24
1787,10
1788,17
1789,48
1792,14
1794,38
1795,34
1796,6
1797,31
1798,38
1799,31
1800,38
1801,6
1802,10
1805,41
1806,35
1807,24
1808,25
1810,20
1812,21
1813,21
1814,30
1816,30
1820,46
1821,41
1822,7
1823,6
1824,38
1826,7
1828,29
1829,31
1830,22
1831,32
1832,13
1833,13
1836,46
1837,10
1838,8
1839,45
1840,23
1841,31
1843,11
1845,47
1846,50
1847,41
1848,31
1850,25
1851,53
1852,22
1853,16
1854,22
1855,56
1857,48
1859,9
1861,15
1862,11
1863,16
1865,27
1866,24
1867,29
1868,25
1870,7
1871,12
1872,73
1874,14
1875,10
1877,52
1879,43
1880,10
1881,44
1882,43
1883,8
1884,45
1885,50
1886,63
1888,11
1889,50
1890,38
1891,29
1892,25
1893,7
1894,44
1895,30
1896,30
1898,16
1899,12
1900,17
1901,10
1902,16
1903,13
1904,47
1908,25
1912,12
1920,8
1922,45
1924,12
1926,45
1927,16
1931,43
1932,45
1933,8
1935,7
1936,16
1937,4
1938,8
1939,11
1940,36
1941,43
1942,4
1943,4
1944,36
1945,56
1946,37
1947,61
1948,20
1949,10
1950,11
1951,7
1952,46
1953,40
1954,16
1955,8
1957,40
1958,41
1959,8
1960,45
1961,44
1962,32
1963,8
1964,10
1965,25
1966,9
1967,36
1971,27
1972,7
1973,30
1974,24
1975,10
1976,34
1977,32
1978,11
1979,26
1980,38
1984,23
1985,23
1987,33
1989,35
1990,42
1991,37
1994,13
1998,49
2000,22
2001,37
2002,7
2004,41
2005,37
2006,40
2007,49
2008,8
2013,11
2014,12
2015,32
2017,14
2018,55
2019,41
2020,36
2022,37
2023,43
2024,62
2025,35
2026,9
2027,44
2028,7
2029,49
2030,8
2031,44
2032,47
2033,9
2034,46
2035,46
2036,6
2037,11
2038,43
2039,41
2042,4
2043,9
2044,11
2045,9
2046,41
2047,7
2048,5
2049,9
2051,7
2054,12
2055,36
2056,44
2057,43
2059,44
2062,24
2063,23
2065,32
2067,20
2069,43
2072,57
2074,54
2075,58
2077,42
2078,24
2083,27
2084,33
2085,43
2087,19
2088,19
2089,10
2090,36
2091,51
2092,39
2093,8
2094,49
2095,10
2096,43
2097,46
2098,9
2099,12
2100,10
2106,40
2107,4
2108,8
2109,11
2110,11
2111,6
2112,43
2113,43
2114,37
2115,45
2116,35
2117,9
2118,6
2119,6
2120,32
2122,9
2123,10
2124,33
2125,40
2126,33
2127,49
2128,24
2129,23
2131,25
2132,7
2133,23
2134,36
2135,37
2136,28
2137,6
2138,24
2140,36
2141,5
2142,43
2143,37
2144,39
2145,44
2146,10
2147,36
2149,40
2151,7
2154,9
2155,46
2156,42
2157,10
2158,44
2159,6
2160,47
2162,9
2163,39
2164,46
2165,41
2166,12
2167,5
2168,6
2170,35
2171,43
2178,20
2179,20
2184,28
2185,25
2189,28
2190,25
2192,29
2198,10
2201,13
2202,4
2203,36
2204,7
2205,39
2206,38
2207,43
2208,24
2210,24
2211,6
2212,32
2213,22
2217,46
2219,11
2220,41
2221,11
2222,32
2223,9
2224,27
2226,10
2227,20
2228,6
2230,19
2231,35
2233,41
2234,30
2235,7
2236,41
2240,32
2244,28
2245,47
2247,6
2249,9
2250,8
2253,21
2257,44
2259,20
2260,20
2263,7
2266,18
2272,28
2274,21
2283,9
2285,34
2290,60
2291,11
2292,26
2294,16
2295,6
2297,43
2298,41
2299,11
2300,8
2302,37
2304,21
2306,16
2308,48
2309,49
2311,47
2312,39
2313,13
2316,8
2317,20
2319,19
2320,43
2321,46
2322,30
2324,13
2325,45
2327,33
2328,10
2329,7
2330,41
2331,45
2332,8
2333,6
2334,42
2338,13
2340,44
2343,9
2347,19
2348,21
2349,25
2350,9
2351,47
2352,8
2353,8
2355,11
2359,37
2362,53
2363,54
2364,7
2365,51
2366,9
2367,38
2368,43
2369,42
2370,16
2371,57
2372,10
2373,10
2374,42
2375,41
2376,13
2377,51
2378,16
2380,48
2390,8
2412,5
2413,32
2414,7
2415,34
2417,10
2419,42
2421,7
2422,9
2423,38
2424,7
2425,8
2426,64
2427,41
2428,39
2430,6
2432,10
2433,46
2435,16
2436,8
2437,16
2441,5
2443,34
2444,22
2445,23
2446,8
2447,6
2448,41
2452,12
2453,8
2455,10
2456,7
2461,70
2462,7
2463,10
2465,10
2466,12
2467,49
2468,46
2475,33
2476,31
2478,23
2479,23
2480,25
2481,23
2482,12
2483,37
2485,13
2492,8
2497,20
2498,20
2499,43
2501,34
2503,23
2504,10
2505,8
2506,34
2507,32
2508,25
2509,23
2510,16
2511,45
2512,39
2514,33
2515,41
2517,46
2520,39
2527,10
2528,9
2529,48
2530,47
2531,10
2532,47
2535,5
2537,9
2538,43
2539,41
2540,7
2541,4
2542,10
2544,10
2545,10
2548,10
2549,10
2552,8
2554,65
2555,39
2556,38
2560,8
2561,40
2562,40
2565,23
2589,4
2590,21
2592,22
2593,9
2594,45
2595,14
2597,13
2601,78
2602,8
2603,38
2605,78
2606,77
2607,20
2608,78
2609,13
2610,49
2611,45
2613,11
2614,44
2615,11
2620,9
2621,9
2622,50
2624,9
2627,10
2629,7
2630,9
2631,40
2632,42
2633,10
2634,7
2635,8
2636,46
2638,18
2639,47
2640,16
2641,50
2642,13
2645,13
2646,10
2647,9
2649,43
2650,11
2653,59
2658,25
2659,30
2661,9
2662,8
2663,9
2664,34
2667,66
2668,66
2670,9
2671,72
2672,26
2674,41
2675,30
2676,7
2677,26
2678,5
2679,23
2680,45
2681,14
2682,6
2686,12
2687,44
2689,8
2690,32
2691,10
2693,7
2694,8
2695,5
2696,39
2699,8
2701,10
2702,12
2703,6
2704,47
2705,8
2706,9
2707,46
2708,6
2710,32
2712,32
2714,10
2715,17
2716,18
2717,54
2721,40
2722,42
2723,9
2724,39
2725,8
2726,39
2727,4
2728,8
2729,42
2730,23
2732,73
2733,11
2734,47
2735,43
2736,27
2737,21
2738,43
2739,9
2741,8
2742,38
2743,6
2745,8
2746,11
2748,38
2750,44
2756,12
2758,11
2760,45
2762,41
2763,12
2764,9
2765,10
2766,71
2771,9
2772,8
2773,52
2774,43
2778,43
2780,9
2782,9
2783,43
2787,13
2788,41
2791,25
2792,67
2793,17
2794,16
2795,15
2798,17
2799,40
2800,36
2801,33
2802,5
2803,33
2804,9
2806,10
2810,64
2811,16
2813,28
2815,14
2816,28
2817,30
2818,43
2819,6
2820,32
2821,6
2822,35
2823,10
2824,43
2825,49
2826,5
2828,11
2831,16
2832,28
2833,44
2834,22
2835,23
2836,21
2837,23
2839,8
2840,10
2844,47
2845,10
2846,12
2847,4
2851,16
2852,16
2854,16
2868,12
2869,43
2871,30
2872,37
2875,5
2876,72
2877,42
2878,13
2879,48
2880,9
2881,26
2882,27
2883,6
2884,35
2888,17
2889,16
2890,40
2891,6
2892,40
2894,11
2895,16
2896,7
2897,16
2898,6
2901,17
2903,16
2904,44
2905,16
2906,16
2908,16
2911,38
2912,16
2913,32
2916,36
2917,38
2918,16
2919,16
2920,17
2923,16
2925,16
2929,17
2930,16
2931,16
2934,61
2935,37
2936,45
2940,55
2943,36
2944,19
2945,47
2947,10
2949,12
2950,31
2953,12
2965,10
2971,28
2972,11
2977,48
2978,9
2979,44
2982,24
2985,12
2986,6
2987,12
2991,17
2992,54
2995,60
2997,65
3032,20
3033,19
3034,20
3035,20
3036,19
3037,23
3038,19
3041,32
3042,7
3046,41
3048,40
3049,26
3050,13
3051,10
3054,8
3057,8
3058,11
3059,38
3060,6
3061,10
3063,67
3064,6
3065,7
3066,11
3067,11
3068,8
3069,10
3072,10
3073,13
3074,50
3075,12
3076,12
3077,10
3078,12
3079,40
3080,38
3081,22
3082,7
3083,22
3084,7
3085,43
3086,10
3089,9
3091,10
3094,27
3099,38
3101,4
3102,38
3103,39
3104,8
3105,4
3111,22
3113,25
3124,26
3127,17
3133,24
3138,25
3141,22
3142,21
3144,10
3150,33
3151,28
3152,7
3153,9
3154,38
3156,12
3157,37
3158,8
3159,74
3160,39
3161,7
3162,18
3167,38
3168,43
3177,36
3178,24
3179,4
3193,77
3194,26
3195,11
3196,47
3197,53
3198,41
3200,12
3207,18
3208,17
3209,15
3211,15
3212,18
3215,9
3217,21
3218,17
3219,23
3220,5
3223,9
3224,9
3225,44
3226,46
3228,11
3230,40
3231,40
3232,6
3234,9
3238,6
3239,10
3240,27
3241,8
3242,25
3243,12
3245,6
3246,72
3249,16
3250,8
3251,39
3252,11
3253,32
3255,32
3256,9
3257,44
3258,67
3259,6
3260,28
3263,12
3264,42
3265,23
3266,10
3267,43
3270,36
3271,11
3273,9
3277,13
3278,47
3280,38
3282,5
3283,45
3286,10
3287,11
3290,50
3291,42
3292,52
3293,54
3294,58
3295,54
3297,14
3298,13
3299,11
3300,12
3302,48
3305,8
3306,57
3307,42
3309,54
3310,17
3312,11
3313,52
3316,6
3317,42
3318,9
3319,26
3323,33
3324,36
3325,9
3326,43
3327,7
3329,11
3330,7
3331,69
3332,30
3333,67
3334,34
3336,18
3337,19
3339,6
3340,36
3341,9
3342,34
3343,43
3344,38
3345,8
3346,48
3347,9
3348,34
3349,32
3350,28
3351,5
3356,41
3357,9
3359,7
3360,10
3361,47
3363,5
3364,12
3366,11
3367,26
3369,26
3370,26
3371,25
3372,30
3373,21
3376,15
3377,44
3378,44
3379,10
3381,11
3382,6
3384,14
3385,16
3386,7
3387,19
3388,15
3390,5
3393,60
3395,7
3396,11
3397,51
3399,6
3400,7
3402,49
3403,50
3404,16
3405,38
3406,47
3407,41
3408,6
3409,4
3410,14
3411,40
3412,10
3413,11
3415,8
3417,7
3418,4
3419,40
3420,24
3421,22
3422,23
3426,12
3427,43
3434,18
3435,24
3437,34
3438,17
3439,10
3441,9
3442,30
3443,13
3444,45
3447,25
3451,9
3453,7
3455,11
3456,42
3458,9
3459,26
3460,46
3461,26
3462,41
3463,21
3464,21
3465,37
3466,7
3472,22
3473,30
3474,9
3475,7
3476,6
3478,8
3479,37
3480,17
3481,42
3482,16
3484,17
3485,46
3491,25
3495,11
3497,6
3498,45
3499,57
3501,28
3503,41
3506,9
3509,23
3510,24
3513,34
3514,27
3515,46
3517,16
3518,16
3519,17
3520,16
3521,16
3522,8
3525,11
3526,46
3527,23
3528,7
3529,23
3531,10
3532,41
3533,11
3538,20
3539,9
3540,41
3542,10
3543,40
3545,23
3546,35
3547,23
3548,13
3549,17
3550,15
3551,12
3552,13
3553,10
3555,6
3556,40
3557,32
3558,33
3559,25
3561,22
3563,30
3564,16
3565,25
3566,16
3567,27
3570,8
3572,9
3577,6
3581,7
3585,11
3586,19
3588,17
3589,48
3590,49
3592,9
3593,42
3596,44
3598,33
3599,34
3600,10
3601,45
3602,24
3604,32
3605,33
3606,16
3607,15
3608,14
3609,15
3610,15
3611,14
3612,16
3613,16
3614,16
3616,16
3617,16
3618,16
3619,14
3620,24
3621,26
3622,44
3625,41
3633,10
3634,9
3637,15
3638,32
3639,14
3640,28
3643,41
3645,45
3646,9
3647,40
3648,7
3650,12
3651,7
3652,44
3653,41
3654,7
3655,9
3656,39
3659,47
3661,15
3662,30
3663,47
3666,14
3667,46
3668,45
3669,75
3672,12
3676,46
3678,24
3679,40
3681,24
3682,38
3684,7
3685,6
3686,34
3690,5
3691,27
3692,32
3693,9
3694,7
3695,38
3696,28
3697,28
3698,29
3699,29
3700,28
3701,5
3702,44
3703,8
3705,47
3706,45
3712,37
3714,15
3715,6
3717,44
3719,18
3720,19
3721,17
3723,36
3724,11
3726,22
3727,22
3728,26
3729,24
3734,23
3735,41
3736,21
3737,43
3739,32
3741,3
3742,48
3743,25
3745,25
3749,6
3750,40
3752,24
3755,40
3756,41
3759,32
3761,31
3762,29
3763,26
3764,27
3766,18
3767,7
3768,10
3769,55
3770,49
3771,11
3772,45
3773,46
3774,23
3776,28
3777,27
3778,5
3780,40
3782,37
3784,37
3786,27
3787,38
3788,28
3789,28
3790,12
3791,28
3792,8
3793,29
3796,9
3800,6
3801,57
3806,49
3807,40
3809,37
3810,31
3811,6
3812,8
3813,38
3815,52
3816,25
3817,7
3818,32
3819,34
3820,44
3821,41
3822,10
3823,10
3824,39
3827,32
3829,34
3830,36
3831,11
3833,41
3835,21
3836,52
3838,9
3840,11
3843,10
3846,4
3853,30
3854,31
3856,14
3857,12
3858,48
3859,12
3861,12
3862,40
3863,43
3864,11
3866,14
3869,10
3871,12
3872,10
3873,41
3874,10
3875,5
3876,41
3877,46
3879,41
3880,39
3881,27
3882,29
3883,12
3884,51
3888,13
3889,11
3893,34
3897,52
3916,7
3922,44
3924,37
3926,38
3927,60
3928,36
3929,38
3932,6
3933,13
3934,44
3935,46
3937,12
3938,7
3940,17
3944,36
3948,5
3949,23
3950,17
3951,22
3952,9
3954,21
3955,20
3956,13
3957,55
3958,10
3959,11
3961,43
3962,34
3963,41
3964,42
3965,5
3966,9
3967,16
3968,53
3969,17
3970,14
3971,7
3972,41
3979,11
3981,9
3983,36
3986,5
3987,8
3988,25
3994,11
3995,6
3996,7
3997,6
3998,25
3999,27
4000,8
4002,9
4003,36
4004,46
4005,34
4006,33
4007,12
4008,65
4009,18
4010,19
4011,23
4012,9
4013,28
4014,7
4017,13
4019,59
4021,26
4023,6
4024,25
4025,38
4026,26
4027,12
4028,59
4029,24
4030,14
4031,8
4032,14
4033,5
4034,41
4035,45
4036,32
4037,42
4038,31
4039,42
4040,10
4041,10
4042,39
4043,8
4044,27
4045,5
4046,25
4047,11
4048,8
4050,41
4051,8
4052,39
4053,41
4054,44
4055,11
4056,8
4057,13
4058,13
4059,58
4060,16
4062,43
4064,10
4070,28
4071,45
4074,30
4076,30
4078,23
4080,23
4089,35
4090,9
4091,7
4093,34
4095,32
4097,31
4099,45
4100,26
4101,48
4103,10
4105,48
4106,35
4107,34
4108,21
4109,29
4110,25
4116,62
4117,7
4119,46
4120,21
4121,20
4122,54
4123,2
4127,43
4128,43
4130,30
4132,29
4133,12
4134,22
4136,18
4138,44
4140,23
4141,16
4142,26
4143,23
4144,28
4145,26
4146,8
4147,24
4148,9
4149,23
4150,38
4151,38
4152,35
4153,13
4154,50
4156,43
4158,48
4160,21
4161,59
4162,21
4163,30
4164,49
4165,13
4167,29
4168,23
4170,26
4173,9
4175,30
4177,24
4178,12
4180,9
4181,42
4182,34
4183,41
4184,34
4185,10
4186,8
4187,49
4188,24
4189,24
4190,24
4191,24
4192,24
4193,7
4196,40
4197,11
4198,8
4200,45
4203,46
4204,19
4205,12
4206,49
4207,46
4208,16
4211,50
4212,29
4213,37
4214,15
4215,15
4223,65
4225,11
4226,16
4227,16
4228,26
4229,29
4230,10
4232,45
4235,39
4236,4
4240,22
4241,22
4242,23
4243,23
4245,36
4246,38
4247,12
4248,40
4249,40
4250,52
4251,49
4252,19
4253,17
4254,15
4255,11
4257,14
4259,15
4261,43
4265,60
4266,7
4267,41
4268,9
4270,49
4271,8
4272,28
4273,35
4275,9
4276,39
4277,8
4279,46
4281,8
4282,41
4283,32
4284,9
4285,8
4286,39
4287,6
4288,35
4289,4
4290,12
4292,6
4293,22
4294,38
4295,7
4296,39
4297,53
4298,20
4300,62
4302,21
4303,8
4305,50
4306,10
4308,12
4309,8
4313,9
4314,8
4315,8
4319,17
4320,20
4323,47
4324,12
4325,14
4326,10
4327,47
4328,7
4329,10
4330,11
4331,10
4332,25
4333,36
4334,51
4335,28
4337,7
4338,11
4339,47
4341,7
4346,7
4348,45
4349,11
4350,40
4352,15
4353,4
4354,52
4356,17
4358,45
4359,50
4362,50
4364,18
4366,14
4370,42
4376,42
4377,42
4379,17
4380,7
4381,17
4383,16
4385,17
4386,27
4387,9
4388,28
4389,12
4390,45
4392,54
4394,40
4395,8
4396,48
4397,12
4398,14
4399,15
4402,7
4403,8
4404,11
4405,16
4406,12
4407,22
4409,24
4411,15
4412,15
4413,22
4414,28
4415,6
4416,23
4417,10
4418,10
4419,5
4420,17
4421,17
4422,42
4424,7
4426,34
4428,24
4430,23
4440,24
4441,32
4442,23
4443,33
4447,41
4449,19
4450,39
4451,50
4453,48
4454,27
4456,5
4458,7
4459,10
4460,41
4461,11
4462,38
4463,8
4464,35
4465,43
4467,16
4468,18
4469,69
4470,17
4471,10
4472,32
4473,53
4474,28
4475,23
4476,26
4477,34
4480,22
4481,43
4483,17
4485,26
4487,11
4488,8
4489,42
4490,29
4492,11
4494,41
4495,30
4498,45
4501,29
4505,6
4507,32
4510,35
4511,37
4538,4
4540,34
4544,31
4545,33
4547,43
4548,14
4549,8
4550,4
4552,5
4554,10
4555,5
4556,13
4558,41
4559,8
4562,9
4566,8
4567,11
4568,17
4570,8
4571,9
4572,9
4573,10
4574,43
4575,36
4578,10
4579,58
4580,8
4581,54
4582,11
4584,9
4585,4
4586,12
4587,33
4588,48
4589,64
4590,11
4591,41
4592,48
4593,68
4594,12
4595,41
4596,45
4597,9
4598,18
4599,37
4600,30
4601,18
4602,21
4604,43
4605,41
4607,23
4608,15
4609,15
4611,11
4612,45
4613,45
4614,16
4615,46
4616,48
4617,30
4618,25
4619,14
4620,13
4621,10
4622,41
4623,24
4624,25
4625,23
4627,10
4628,14
4629,13
4630,14
4631,12
4632,11
4633,7
4635,12
4636,10
4637,8
4638,6
4639,11
4640,40
4641,48
4643,13
4644,31
4645,7
4646,9
4647,7
4648,29
4649,11
4650,8
4651,43
4652,9
4653,47
4654,12
4655,11
4656,16
4657,17
4658,10
4659,7
4660,39
4661,40
4662,10
4663,34
4664,38
4666,48
4668,9
4669,45
4670,8
4674,7
4675,9
4676,5
4677,7
4679,43
4680,43
4682,46
4687,39
4688,5
4689,38
4690,7
4692,6
4693,8
4694,42
4695,41
4696,13
4697,13
4698,8
4699,9
4700,44
4701,47
4702,8
4703,47
4704,17
4706,12
4708,25
4709,27
4710,44
4711,11
4712,11
4713,10
4714,7
4715,4
4716,16
4717,15
4718,8
4719,7
4720,7
4721,9
4722,24
4723,26
4724,11
4725,41
4726,35
4727,10
4728,14
4730,9
4731,42
4732,44
4734,5
4735,40
4736,37
4737,9
4738,45
4740,46
4741,40
4744,8
4745,7
4746,26
4747,33
4749,20
4750,57
4751,20
4752,24
4753,20
4754,24
4755,19
4763,7
4776,8
4781,8
4785,9
4786,43
4791,8
4797,39
4798,10
4799,10
4800,40
4801,42
4802,7
4803,10
4804,46
4805,41
4806,9
4807,8
4809,48
4810,9
4811,10
4813,14
4814,18
4815,41
4816,43
4818,12
4819,6
4820,27
4821,12
4822,26
4823,41
4824,33
4826,10
4828,6
4829,11
4830,12
4832,11
4834,28
4836,25
4837,10
4838,23
4839,32
4840,43
4841,12
4843,10
4844,32
4845,9
4846,43
4847,9
4848,5
4849,43
4850,31
4851,40
4853,33
4855,38
